734867,98.83,154064000
734866,99.65,153915000
734865,99.36,164655000
734864,101.34,124238000
734860,99.68,95270000
734859,99.53,151560000
734858,98.67,219505000
734857,97.22,35842000
734856,93.88,114563000
734853,93.53,205893000
734852,93.87,273761000
734851,94.95,377475000
734850,100.14,380754000
734849,97.77,279146000
734846,99.41,318767000
734845,98.34,340677000
734844,100.49,330533000
734843,101.28,217029000
734842,100.99,239380000
734839,100.96,245915000
734838,100.2,275858000
734837,100.36,302863000
734836,99.79,320858000
734835,98.21,311735000
734832,96.77,185841000
734830,96.17,283449000
734829,98.01,319245000
734828,96.92,279104000
734825,97.41,38551000
734824,98.82,194039000
734823,102.59,379612000
734822,99.37,353319000
734821,98.14,351523000
734818,98.99,282786000
734817,97.78,347730000
734816,95.74,445712000
734815,96.8,313566000
734814,95.52,321186000
734811,94.26,295457000
734810,94.07,299987000
734809,92.51,265626000
734808,92.19,351343000
734807,93.19,228561000
734804,93.32,276760000
734803,93.96,327446000
734802,90.2,411445000
734801,93.17,489373000
734800,91.27,484139000
734797,87.4,296555000
734796,85.3,31260000
734795,86.11,112020000
734794,88.34,203765000
734793,86.38,205073000
734790,86.8,274846000
734789,84.23,360268000
734788,85.57,294230000
734787,85.81,362324000
734786,85.41,264825000
734783,82.98,377540000
734782,82.59,386089000
734781,79.68,336067000
734780,75.67,428113000
734779,77.61,392782000
734776,79.2,367957000
734775,82.14,351345000
734774,81.21,282850000
734773,84.45,313568000
734772,80.24,325671000
734769,79.85,427569000
734768,80.51,459998000
734767,85.92,298905000
734766,86.89,30002000
734765,85.7,104504000
734762,87.96,210962000
734761,89.4,296285000
734760,88.91,330978000
734759,90.21,364262000
734758,88.19,355070000
734755,87.24,349238000
734754,89.05,336725000
734753,89.34,313728000
734752,86.02,316166000
734748,86.45,307284000
734747,88.93,282342000
734746,88.81,317696000
734745,88.9,315383000
734744,87.27,208605000
734741,85.37,283261000
734740,85.3,357816000
734739,85.16,294928000
734738,85.44,353947000
734737,84.12,30152000
734734,82.26,148811000
734733,82.38,331275000
734732,87.58,344487000
734731,86.65,375339000
734730,87.88,292796000
734727,85.38,350091000
734726,85.72,502092000
734725,82.89,520144000
734724,79.3,605796000
734723,81.31,521066000
734720,86.88,512488000
734719,86.63,535941000
734718,91.93,350221000
734717,93.79,328175000
734716,94.89,398857000
734713,95.7,284385000
734712,97.44,236246000
734711,97.4,304524000
734710,99.59,332692000
734709,99.2,205209000
734706,99.87,223266000
734705,99.13,293973000
734704,98.14,35287000
734703,97.5,138045000
734702,95.93,203973000
734699,97.24,266461000
734698,95.69,403419000
734697,98.05,355098000
734696,97.43,343493000
734695,95.15,311449000
734692,96.2,347999000
734691,98.67,339270000
734690,96.65,288321000
734689,96.89,275650000
734685,94.94,263626000
734684,95.42,276580000
734683,94.77,348790000
734682,92.89,279024000
734681,90.61,278681000
734678,91.16,337767000
734677,91.02,484057000
734676,95.41,296275000
734675,93.4,41374000
734674,93.26,136837000
734671,93.01,245013000
734670,94.95,336011000
734669,94.81,508717000
734668,99.37,347721000
734667,97.3,381993000
734664,99.29,379238000
734663,101.93,345542000
734662,100.74,484275000
734661,99.09,415373000
734660,99.01,289670000
734657,100.22,351309000
734656,100.4,389637000
734655,100.29,376476000
734654,102.7,319037000
734650,100.59,212254000
734649,100.23,332135000
734648,101.32,354880000
734647,99.59,339530000
734646,97.7,296828000
734643,99.49,33927000
734642,98.44,142668000
734641,100.1,285299000
734640,96.91,399128000
734639,97.37,335318000
734636,99.65,367717000
734635,98.97,522503000
734634,98.21,524761000
734633,103.88,439607000
734632,102.55,469290000
734629,97.18,606528000
734628,99.8,670082000
734627,109.24,333018000
734626,111.05,300333000
734625,113.52,310994000
734622,113.93,201831000
734621,112.86,301604000
734620,112.76,338697000
734619,112.21,234441000
734618,112.28,209683000
734614,112.29,240462000
734613,111.45,291546000
734612,108.15,37088000
734611,107.12,138178000
734608,109.66,224394000
734607,108.11,352072000
734606,107.11,456863000
734605,106.25,555625000
734604,109.92,364348000
734601,112.79,319475000
734600,110.3,334906000
734599,108.83,255598000
734598,108.34,249358000
734597,108.47,228494000
734594,107.94,283710000
734593,106.72,270630000
734592,104.27,256895000
734591,104.79,246824000
734590,103.98,223079000
734587,105.4,235658000
734586,105.6,258015000
734585,105.75,254571000
734584,104,31920000
734583,102.33,103960000
734580,101.07,217675000
734579,101.42,261573000
734578,97.98,357944000
734577,97.18,388736000
734576,101.19,289434000
734573,101.16,342531000
734572,102.7,432988000
734571,104.38,353948000
734570,105.02,420036000
734569,105.44,404435000
734566,104.42,369148000
734565,101.91,382555000
734564,102.23,446378000
734563,99.63,322429000
734562,96.97,262001000
734559,97.88,307903000
734558,97.28,507456000
734557,98.1,489667000
734556,93.57,37925000
734552,86.2,155296000
734551,86.36,176128000
734550,84.99,297660000
734549,84.32,284165000
734548,84.81,319329000
734545,85.58,383391000
734544,86.73,419188000
734543,86.71,367209000
734542,86.94,414877000
734541,87.48,324984000
734538,89.03,359925000
734537,90.54,290494000
734536,90.86,312107000
734535,90.77,392882000
734534,92.19,436801000
734531,89.34,584789000
734530,85.64,369379000
734529,87.33,347753000
734528,86.19,338646000
734527,87.87,356085000
734524,89.11,287810000
734523,88.86,25963000
734522,90.86,109525000
734521,91.38,211930000
734517,91.54,313331000
734516,91.4,358898000
734515,91.86,382686000
734514,91.11,429761000
734513,89.25,430277000
734510,88.03,444813000
734509,88.38,440456000
734508,90.3,416908000
734507,89.38,415521000
734506,91.55,225189000
